"-2",6,pinellas
"-3",9,pinellas
"-7",6,pinellas
1,6,pinellas
"-3",-6,pinellas
5,-13,stpetersburg
"-3",-9,pinellas
"-1",7,pinellas
5,-5,stpetersburg
"-4",3,clearwater
1,-13,stpetersburg
"-7",-5,pinellas
0,6,clearwater
3,-6,stpetersburg
7,-2,pinellas
3,0,pinellas
"-3",1,largo
3,-14,stpetersburg
"-1",-11,pinellas
"-2",-9,pinellas
"-5",0,pinellas
"-5",-6,pinellas
7,-11,stpetersburg
"-2",10,pinellas
"-4",-4,pinellas
2,8,pinellas
1,12,pinellas
0,7,pinellas
"-5",4,clearwater
5,-14,stpetersburg
5,-7,stpetersburg
"-6",12,pinellas
"-3",-5,pinellas
"-5",-2,pinellas
1,7,clearwater
2,11,pinellas
4,-3,stpetersburg
"-6",2,pinellas
2,-11,stpetersburg
"-5",8,pinellas
"-7",1,pinellas
"-2",-13,pinellas
"-3",6,pinellas
"-7",12,pinellas
"-6",-6,pinellas
"-1",0,largo
4,1,pinellas
3,13,pinellas
6,0,pinellas
"-7",10,pinellas
1,-6,stpetersburg
1,3,pinellas
3,10,pinellas
"-2",-8,pinellas
"-6",5,pinellas
"-1",-10,pinellas
"-8",13,pinellas
"-6",-1,pinellas
5,-9,stpetersburg
7,0,pinellas
"-5",11,pinellas
"-2",5,clearwater
6,-11,stpetersburg
"-4",11,pinellas
"-6",-3,pinellas
0,-12,pinellas
3,-12,stpetersburg
8,-3,stpetersburg
"-4",-6,pinellas
1,-2,pinellas
1,-14,stpetersburg
2,4,clearwater
7,-9,stpetersburg
"-4",12,pinellas
8,-8,stpetersburg
"-2",12,pinellas
"-1",9,pinellas
"-3",8,pinellas
2,-3,pinellas
1,2,pinellas
2,12,pinellas
"-5",14,pinellas
1,9,pinellas
"-6",-2,pinellas
4,-6,stpetersburg
8,-7,stpetersburg
3,3,pinellas
5,-12,stpetersburg
"-4",-7,pinellas
2,7,pinellas
6,-14,stpetersburg
2,-2,pinellas
"-3",11,pinellas
2,0,pinellas
3,-2,stpetersburg
